district,year,deposits,growth_rate_%
LAKSHMIPUR Total,2022,26431.71,6.378857292114826
LAKSHMIPUR Total,2023,18806.08,-28.850308966010896
LAKSHMIPUR Total,2024,9496.67,-49.50212909867447
LALMONIRHAT,2018,244.31,
LALMONIRHAT,2019,254.01000000000002,3.9703655192173892
LALMONIRHAT,2020,271.99,7.078461477894571
LALMONIRHAT,2021,312.41999999999996,14.864517077833717
LALMONIRHAT,2022,348.69,11.609371999231822
LALMONIRHAT,2023,251.98000000000002,-27.735237603602048
LALMONIRHAT,2024,116.83,-53.63520914358283
LALMONIRHAT Total,2018,2840.65,
LALMONIRHAT Total,2019,3107.3099999999995,9.387288120676573
LALMONIRHAT Total,2020,3519.0199999999995,13.249724037833378
LALMONIRHAT Total,2021,3979.6400000000003,13.089439673545499
LALMONIRHAT Total,2022,4491.400000000001,12.85945462403635
LALMONIRHAT Total,2023,3241.45,-27.8298526072049
LALMONIRHAT Total,2024,1640.64,-49.385614462663305
MADARIPUR,2018,914.1400000000001,
MADARIPUR,2019,1026.15,12.253046579298577
MADARIPUR,2020,1207.77,17.6991667884812
MADARIPUR,2021,1473.28,21.983490234067737
MADARIPUR,2022,1609.35,9.23585469157253
MADARIPUR,2023,1160.19,-27.90940441793269
MADARIPUR,2024,588.84,-49.246244149665145
MADARIPUR Total,2018,12544.09,
MADARIPUR Total,2019,14166.25,12.93166742266676
MADARIPUR Total,2020,17133.850000000002,20.94838083473045
MADARIPUR Total,2021,17503.190000000002,2.155615929869814
MADARIPUR Total,2022,19364.11,10.631890529669153
MADARIPUR Total,2023,14124.970000000001,-27.055929758713415
MADARIPUR Total,2024,7217.64,-48.901555189143764
MAGURA,2018,3128.94,
MAGURA,2019,3513.7300000000005,12.297774965323738
MAGURA,2020,4108.51,16.92731086338448
MAGURA,2021,4666.18,13.57353395756613
MAGURA,2022,4833.780000000001,3.591803145185146
MAGURA,2023,3580.65,-25.92443181112919
MAGURA,2024,1829.29,-48.91178975884267
MAGURA Total,2018,4670.42,
MAGURA Total,2019,5175.7,10.818727223675806
MAGURA Total,2020,5944.39,14.851904090267997
MAGURA Total,2021,6745.93,13.483973965369023
MAGURA Total,2022,7155.79,6.075663400005626
MAGURA Total,2023,5308.76,-25.811685362482685
MAGURA Total,2024,2707.27,-49.00372214980523
MANIKGANJ,2018,336.58000000000004,
MANIKGANJ,2019,371.28000000000003,10.309584645552317
MANIKGANJ,2020,420.61,13.286468433527254
MANIKGANJ,2021,462.94000000000005,10.063954732412462
MANIKGANJ,2022,538.75,16.375772238303
MANIKGANJ,2023,417.53,-22.500232018561494
MANIKGANJ,2024,210.24,-49.64673197135535
MANIKGANJ Total,2018,12812.79,
MANIKGANJ Total,2019,13964.32,8.98734779856689
MANIKGANJ Total,2020,15916.560000000001,13.98020096932755
MANIKGANJ Total,2021,17768.34,11.63429786335739
MANIKGANJ Total,2022,19461.1,9.52683255723381
MANIKGANJ Total,2023,14297.439999999999,-26.533238100621237
MANIKGANJ Total,2024,7263.75,-49.19545037433274
MEHERPUR,2018,843.37,
MEHERPUR,2019,930.1400000000001,10.288485480868426
MEHERPUR,2020,1105.43,18.84555013223814
MEHERPUR,2021,1244.3400000000001,12.56615072867573
MEHERPUR,2022,1751.45,40.753331083144474
MEHERPUR,2023,923.8,-47.2551314625025
MEHERPUR,2024,472.99,-48.79952370642996
MEHERPUR Total,2018,3020.0,
MEHERPUR Total,2019,3302.8,9.364238410596037
MEHERPUR Total,2020,3973.91,20.31942594162528
MEHERPUR Total,2021,4462.81,12.302744651992636
MEHERPUR Total,2022,5375.23,20.444966288056165
MEHERPUR Total,2023,3305.2799999999997,-38.50904984530894
MEHERPUR Total,2024,1686.17,-48.98556249394906
MOULVIBAZAR,2018,2743.9,
MOULVIBAZAR,2019,2975.92,8.4558475163089
MOULVIBAZAR,2020,3366.59,13.12770504583456
MOULVIBAZAR,2021,3721.23,10.534101271613117
MOULVIBAZAR,2022,4233.05,13.754054438989272
MOULVIBAZAR,2023,3029.0,-28.444029718524465
MOULVIBAZAR,2024,1535.17,-49.317596566523605
MOULVIBAZAR Total,2018,24105.28,
MOULVIBAZAR Total,2019,25851.87,7.245673976821676
MOULVIBAZAR Total,2020,29259.469999999994,13.181251491671574
MOULVIBAZAR Total,2021,32344.590000000004,10.544005069128094
MOULVIBAZAR Total,2022,35874.869999999995,10.914591899294424
MOULVIBAZAR Total,2023,26693.61,-25.59245510854812
MOULVIBAZAR Total,2024,13670.88,-48.78594540041606
MUNSHIGANJ,2018,1444.25,
MUNSHIGANJ,2019,1692.97,17.221395187813737
MUNSHIGANJ,2020,1874.88,10.745022061820354
MUNSHIGANJ,2021,2181.6800000000003,16.363713944359116
MUNSHIGANJ,2022,2494.83,14.35361739576837
MUNSHIGANJ,2023,1701.01,-31.818600866592107
MUNSHIGANJ,2024,857.08,-49.61346494141715
MUNSHIGANJ Total,2018,20678.37,
MUNSHIGANJ Total,2019,23234.54,12.361564281904247
MUNSHIGANJ Total,2020,26945.91,15.973503241295074
MUNSHIGANJ Total,2021,30842.67,14.461415480122941
MUNSHIGANJ Total,2022,33295.94,7.954142750935644
MUNSHIGANJ Total,2023,23640.59,-28.998580607725756
MUNSHIGANJ Total,2024,11807.11,-50.05577271971639
MYMENSINGH,2018,3066.9700000000003,
MYMENSINGH,2019,3423.57,11.627110796649465
MYMENSINGH,2020,3928.9100000000003,14.760615381020404
MYMENSINGH,2021,4574.39,16.428984120277622
MYMENSINGH,2022,5007.0,9.45721724645252
MYMENSINGH,2023,3486.8500000000004,-30.36049530657079
MYMENSINGH,2024,1840.53,-47.21510819220788
MYMENSINGH Total,2018,26676.62,
MYMENSINGH Total,2019,30072.16,12.728524078387737
MYMENSINGH Total,2020,33993.119999999995,13.038504716654863
MYMENSINGH Total,2021,37371.27,9.937746226295218
MYMENSINGH Total,2022,42735.19,14.3530578436323
MYMENSINGH Total,2023,31316.879999999997,-26.71875332717605
MYMENSINGH Total,2024,16134.45,-48.48002099826035
NAOGAON,2018,511.74,
NAOGAON,2019,600.1700000000001,17.280259506780805
NAOGAON,2020,695.28,15.847176633287209
NAOGAON,2021,796.7399999999999,14.59268208491542
NAOGAON,2022,861.48,8.125611868363602
NAOGAON,2023,614.69,-28.647211775084735
NAOGAON,2024,311.59,-49.30940799427355
NAOGAON Total,2018,13161.619999999999,
NAOGAON Total,2019,14866.310000000001,12.95197703626152
NAOGAON Total,2020,16966.82,14.129330008589891
NAOGAON Total,2021,18478.510000000002,8.909683723879924
NAOGAON Total,2022,20056.71,8.540731909661536
NAOGAON Total,2023,14328.88,-28.558173299608956
NAOGAON Total,2024,7340.03,-48.77457275097565
NARAIL,2018,784.26,
NARAIL,2019,877.3,11.863412643766091
NARAIL,2020,972.07,10.802462099623856
NARAIL,2021,1102.19,13.385867272933027
NARAIL,2022,1239.28,12.437964416298453
NARAIL,2023,925.51,-25.318733458136975
NARAIL,2024,474.01,-48.783913734049335
NARAIL Total,2018,4201.97,
NARAIL Total,2019,4897.13,16.543668802966227
NARAIL Total,2020,5757.26,17.56396093221948
NARAIL Total,2021,6418.46,11.484629841278672
NARAIL Total,2022,6922.82,7.8579596974975185
NARAIL Total,2023,5115.88,-26.10121308946354
NARAIL Total,2024,2645.19,-48.29452606394208
NARAYANGANJ,2018,3140.2999999999997,
NARAYANGANJ,2019,3682.29,17.259179059325547
NARAYANGANJ,2020,3933.58,6.824285974217137
NARAYANGANJ,2021,4616.09,17.35086104769701
NARAYANGANJ,2022,5156.32,11.703194695077435
NARAYANGANJ,2023,3831.9700000000003,-25.68401495640301
NARAYANGANJ,2024,2025.93,-47.13084914547869
NARAYANGANJ Total,2018,63605.770000000004,
NARAYANGANJ Total,2019,71090.64,11.767595927224829
NARAYANGANJ Total,2020,79306.86,11.557386457626496
NARAYANGANJ Total,2021,87714.3,10.601151022748855
NARAYANGANJ Total,2022,96970.59,10.55277189694268
NARAYANGANJ Total,2023,69326.93,-28.507261840935485
NARAYANGANJ Total,2024,35985.11,-48.09360518344026
NARSHINGDI,2018,640.38,
NARSHINGDI,2019,680.46,6.258783847090799
NARSHINGDI,2020,788.75,15.914234488434298
NARSHINGDI,2021,861.22,9.187955625990485
NARSHINGDI,2022,981.5899999999999,13.976684238638203
NARSHINGDI,2023,776.06,-20.93847736835135
NARSHINGDI,2024,400.29,-48.42022524031646
NARSHINGDI Total,2018,26726.81,
NARSHINGDI Total,2019,29973.43,12.147427994586701
NARSHINGDI Total,2020,35204.770000000004,17.453257768630426
NARSHINGDI Total,2021,38796.3,10.201827763680882
NARSHINGDI Total,2022,41220.43,6.248353580109445
NARSHINGDI Total,2023,29482.239999999998,-28.47663161204287
NARSHINGDI Total,2024,15629.15,-46.98791543654755
NATORE,2018,600.0799999999999,
NATORE,2019,742.8299999999999,23.78849486735102
NATORE,2020,808.59,8.852631153830636
NATORE,2021,918.6700000000001,13.613821590670195
NATORE,2022,928.71,1.0928842783589188
NATORE,2023,754.8,-18.725974739154317
NATORE,2024,418.94,-44.49655537890832
NATORE Total,2018,7885.459999999999,
NATORE Total,2019,8958.93,13.61328318195769
NATORE Total,2020,10408.69,16.182289626104907
NATORE Total,2021,11524.87,10.723539657728299
NATORE Total,2022,12226.970000000001,6.0920426868155575
NATORE Total,2023,9102.89,-25.550729248538286
NATORE Total,2024,4698.52,-48.384304325329644
NETROKONA,2018,169.55,
NETROKONA,2019,194.28,14.58566794455911
NETROKONA,2020,219.54,13.001852995676334
NETROKONA,2021,257.68999999999994,17.37724332695634
NETROKONA,2022,299.75,16.321937211378046
NETROKONA,2023,215.88,-27.979983319432865
NETROKONA,2024,107.04,-50.416898276820454
NETROKONA Total,2018,5297.3099999999995,
NETROKONA Total,2019,6137.870000000001,15.867676235674356
NETROKONA Total,2020,7238.299999999999,17.928532210685443
NETROKONA Total,2021,8243.33,13.8848900985038
NETROKONA Total,2022,9575.95,16.166039695123224
NETROKONA Total,2023,7132.610000000001,-25.51537967512362
NETROKONA Total,2024,3573.83,-49.894498647760074
NILPHAMARI,2018,308.47,
NILPHAMARI,2019,341.67,10.7627970305054
NILPHAMARI,2020,376.82,10.287704510199891
NILPHAMARI,2021,458.94000000000005,21.792898466111165
NILPHAMARI,2022,470.51,2.5210267137316222
NILPHAMARI,2023,333.26,-29.17047459140082
NILPHAMARI,2024,162.98,-51.09524095300966
NILPHAMARI Total,2018,6947.38,
NILPHAMARI Total,2019,7611.34,9.556984071693208
NILPHAMARI Total,2020,8461.43,11.168729816300417
NILPHAMARI Total,2021,9584.89,13.277424737898901
NILPHAMARI Total,2022,10355.650000000001,8.041406839306475
NILPHAMARI Total,2023,7240.98,-30.077011100220663
NILPHAMARI Total,2024,3804.53,-47.458355084532755
NOAKHALI,2018,9427.759999999998,
NOAKHALI,2019,10387.91,10.184285556696416
NOAKHALI,2020,11889.26,14.452859141059182
NOAKHALI,2021,13275.62,11.6606079772837
NOAKHALI,2022,13964.120000000003,5.186198460034275
NOAKHALI,2023,9946.39,-28.77180946597424
NOAKHALI,2024,5073.81,-48.98842695691602
NOAKHALI Total,2018,33519.71,
NOAKHALI Total,2019,37452.68,11.733305568574437
NOAKHALI Total,2020,43680.14,16.62754174067116
NOAKHALI Total,2021,49430.69,13.165136375478648
NOAKHALI Total,2022,52843.31,6.903848600940021
NOAKHALI Total,2023,38154.83,-27.79629058058626
NOAKHALI Total,2024,19449.37,-49.02514308149192
PABNA,2018,187.12,
PABNA,2019,205.26,9.69431380932022
PABNA,2020,235.42000000000002,14.693559388093158
PABNA,2021,281.77,19.688216804009826
PABNA,2022,335.09999999999997,18.926784256663232
PABNA,2023,260.09000000000003,-22.384362876753194
PABNA,2024,135.96,-47.725787227498174
PABNA Total,2018,18709.84,
PABNA Total,2019,20761.8,10.967277111936813
PABNA Total,2020,23909.61,15.161546686703463
PABNA Total,2021,26640.67,11.422436417825299
PABNA Total,2022,30622.879999999997,14.947859794817475
PABNA Total,2023,21455.47,-29.93647233702381
PABNA Total,2024,10798.04,-49.67232132411921
PANCHAGARH,2018,279.88,
PANCHAGARH,2019,297.93,6.449192511076185
PANCHAGARH,2020,331.39,11.23082603296075
PANCHAGARH,2021,335.95,1.3760222094812757
PANCHAGARH,2022,402.82,19.904747730317006
PANCHAGARH,2023,291.51,-27.632689538751798
PANCHAGARH,2024,146.55,-49.72728208294741
PANCHAGARH Total,2018,2612.84,
PANCHAGARH Total,2019,2887.8199999999997,10.524180585110443
PANCHAGARH Total,2020,3367.7199999999993,16.618071763475562
PANCHAGARH Total,2021,3739.0599999999995,11.026451130141467
PANCHAGARH Total,2022,4173.55,11.620300289377571
PANCHAGARH Total,2023,3156.1800000000003,-24.376609840543416
PANCHAGARH Total,2024,1634.5,-48.212712836403504
PATUAKHALI,2018,1243.85,
PATUAKHALI,2019,1434.0900000000001,15.294448687542728
PATUAKHALI,2020,1575.5,9.86060846948238
PATUAKHALI,2021,1818.2600000000002,15.40844176451921
PATUAKHALI,2022,1993.0,9.610286757669417
PATUAKHALI,2023,1416.1399999999999,-28.944305067737087
PATUAKHALI,2024,723.49,-48.91112460632423
PATUAKHALI Total,2018,8655.21,
PATUAKHALI Total,2019,9716.19,12.258281428180261
PATUAKHALI Total,2020,10780.35,10.952441234681487
PATUAKHALI Total,2021,11942.07,10.776273497613698
PATUAKHALI Total,2022,13093.77,9.64405668364028
PATUAKHALI Total,2023,9557.41,-27.007958746793324
PATUAKHALI Total,2024,5015.06,-47.52699737690441
PIROJPUR,2018,1363.31,
PIROJPUR,2019,1468.56,7.7201810299931894
PIROJPUR,2020,1632.8600000000001,11.187830255488374
PIROJPUR,2021,1866.5700000000002,14.312923336967032
PIROJPUR,2022,1973.5700000000002,5.732439715628135
PIROJPUR,2023,1453.98,-26.327416813186268
PIROJPUR,2024,732.39,-49.62860562043494
PIROJPUR Total,2018,8414.17,
PIROJPUR Total,2019,9294.58,10.463420634477316
PIROJPUR Total,2020,10514.67,13.126897611296041
PIROJPUR Total,2021,11643.27,10.733575090801706
PIROJPUR Total,2022,12654.35,8.683814770249242
PIROJPUR Total,2023,8975.05,-29.075377241818035
PIROJPUR Total,2024,4605.2,-48.68886524309056
RAJBARI,2018,509.04,
RAJBARI,2019,566.04,11.197548326261186
RAJBARI,2020,672.75,18.85202459190165
RAJBARI,2021,745.74,10.84949832775919
RAJBARI,2022,779.33,4.5042508112747015
RAJBARI,2023,525.73,-32.540772201763055
RAJBARI,2024,269.89,-48.66376276796075
RAJBARI Total,2018,5636.21,
RAJBARI Total,2019,6428.34,14.054302447921563
RAJBARI Total,2020,7739.560000000001,20.39748986519072
RAJBARI Total,2021,8730.310000000001,12.801115308880595
RAJBARI Total,2022,9523.43,9.084671678325273
RAJBARI Total,2023,6954.29,-26.97704503524466
RAJBARI Total,2024,3576.78,-48.56728724283859
RAJSHAHI,2018,136.59,
RAJSHAHI,2019,133.29000000000002,-2.4159894575005336
RAJSHAHI,2020,165.23,23.96278790606945
RAJSHAHI,2021,180.85,9.453489075833698
RAJSHAHI,2022,213.73,18.180812828310742
RAJSHAHI,2023,139.53,-34.71669863846909
RAJSHAHI,2024,73.89,-47.04364652762847
RAJSHAHI Total,2018,28289.13,
RAJSHAHI Total,2019,31992.879999999997,13.09248463985988
RAJSHAHI Total,2020,36090.78,12.808787455208792
RAJSHAHI Total,2021,40050.69,10.972082066389266
RAJSHAHI Total,2022,45277.61,13.050761422587232
RAJSHAHI Total,2023,32520.7,-28.17487495475136
RAJSHAHI Total,2024,16145.27,-50.35386692168373
RANGAMATI,2018,141.91,
RANGAMATI,2019,176.94,24.684659291099997
RANGAMATI,2020,188.04000000000002,6.273312987453394
RANGAMATI,2021,187.88,-0.0850882790895735
RANGAMATI,2022,205.65,9.458164786033652
RANGAMATI,2023,152.22,-25.98103574033552
RANGAMATI,2024,76.49,-49.750361319143344
RANGAMATI Total,2018,4072.01,
RANGAMATI Total,2019,4515.79,10.898303294932955
RANGAMATI Total,2020,5041.84,11.649124516419063
RANGAMATI Total,2021,5306.69,5.253042540025055
RANGAMATI Total,2022,5666.97,6.789166128038393
RANGAMATI Total,2023,4080.0699999999997,-28.002618683352843
RANGAMATI Total,2024,2063.52,-49.42439713044139
RANGPUR,2018,529.41,
RANGPUR,2019,613.04,15.796830433879228
RANGPUR,2020,684.94,11.728435338640232
RANGPUR,2021,722.4,5.469092183256907
RANGPUR,2022,790.9300000000001,9.486434108527142
RANGPUR,2023,585.3,-25.998508085418447
RANGPUR,2024,274.71,-53.06509482316761
RANGPUR Total,2018,16081.41,
RANGPUR Total,2019,18170.489999999998,12.990651939102339
RANGPUR Total,2020,20915.78,15.108508356131289
RANGPUR Total,2021,23351.23,11.644079254993134
RANGPUR Total,2022,25153.24,7.716981075515084
RANGPUR Total,2023,18113.01,-27.989356440760726
RANGPUR Total,2024,9101.17,-49.75340928978673
SATKHIRA,2018,644.02,
SATKHIRA,2019,675.5699999999999,4.898916182727242
SATKHIRA,2020,703.79,4.1772133161626535
SATKHIRA,2021,732.28,4.048082524616725
SATKHIRA,2022,811.3100000000001,10.792319877642441
SATKHIRA,2023,587.99,-27.52585324968262
SATKHIRA,2024,300.85,-48.83416384632392
SATKHIRA Total,2018,13043.43,
SATKHIRA Total,2019,14439.52,10.703396269232869
SATKHIRA Total,2020,16071.16,11.29982160071803
SATKHIRA Total,2021,17264.78,7.427093003865304
SATKHIRA Total,2022,18763.41,8.680272786563181
SATKHIRA Total,2023,13307.4,-29.07792346913488
SATKHIRA Total,2024,6893.52,-48.19784480815185
SHARIATPUR,2018,1076.21,
SHARIATPUR,2019,1284.9,19.391196885366234
SHARIATPUR,2020,1563.3400000000001,21.670168884738118
SHARIATPUR,2021,1768.57,13.127662568603093
SHARIATPUR,2022,1987.1399999999999,12.358572179783668
SHARIATPUR,2023,1492.6,-24.887023561500442
SHARIATPUR,2024,768.28,-48.527401849122334
SHARIATPUR Total,2018,9488.7,
SHARIATPUR Total,2019,11084.42,16.8170560772287
SHARIATPUR Total,2020,12897.61,16.358005200091675
SHARIATPUR Total,2021,14846.169999999998,15.107915342454902
SHARIATPUR Total,2022,16357.25,10.178247992579914
SHARIATPUR Total,2023,12316.08,-24.705680967155242
SHARIATPUR Total,2024,6360.87,-48.35312859286396
SHERPUR,2018,193.39,
SHERPUR,2019,216.22,11.80516055638865
SHERPUR,2020,262.35,21.33475164184628
SHERPUR,2021,310.87,18.494377739660738
SHERPUR,2022,340.82,9.634252259787047
SHERPUR,2023,239.27,-29.795786632239885
SHERPUR,2024,116.7,-51.22664772014879
SHERPUR Total,2018,3957.45,
SHERPUR Total,2019,4513.57,14.0524832910081
SHERPUR Total,2020,5265.8,16.665965078640642
SHERPUR Total,2021,5969.47,13.363021763074933
SHERPUR Total,2022,6632.26,11.102995743340704
SHERPUR Total,2023,4906.18,-26.025517696833354
SHERPUR Total,2024,2358.61,-51.92573448181681
SIRAJGANJ,2018,2105.46,
SIRAJGANJ,2019,2417.33,14.812440036856556
SIRAJGANJ,2020,2664.8599999999997,10.239810038348086
SIRAJGANJ,2021,2996.8599999999997,12.458440593502097
SIRAJGANJ,2022,3197.9300000000003,6.709355792396066
SIRAJGANJ,2023,2188.7,-31.558852132473202
SIRAJGANJ,2024,1137.91,-48.00977749348928
SIRAJGANJ Total,2018,17894.160000000003,
SIRAJGANJ Total,2019,20308.54,13.492558466002302
SIRAJGANJ Total,2020,22885.84,12.69072025857103
SIRAJGANJ Total,2021,24901.1,8.805706934943181
SIRAJGANJ Total,2022,26927.5,8.137793109541347
SIRAJGANJ Total,2023,19511.15,-27.54191811345278
SIRAJGANJ Total,2024,10041.18,-48.53619596999664
SUNAMGANJ,2018,119.46,
SUNAMGANJ,2019,130.45,9.199732127908922
SUNAMGANJ,2020,156.11,19.67037178995785
SUNAMGANJ,2021,170.16000000000003,9.000064057395441
SUNAMGANJ,2022,224.86,32.14621532675128
SUNAMGANJ,2023,139.75,-37.850217913368326
SUNAMGANJ,2024,71.24,-49.02325581395349
SUNAMGANJ Total,2018,9783.61,
SUNAMGANJ Total,2019,10587.44,8.216087926644654
SUNAMGANJ Total,2020,12042.6,13.744210120671285
SUNAMGANJ Total,2021,13561.990000000002,12.616793715642816
SUNAMGANJ Total,2022,15633.85,15.2769615668497
SUNAMGANJ Total,2023,11304.93,-27.689404721165932
SUNAMGANJ Total,2024,5925.2,-47.58746847614271
SYLHET,2018,1219.69,
SYLHET,2019,1311.18,7.501086341611396
SYLHET,2020,1392.95,6.236367241721186
SYLHET,2021,1552.54,11.456979791090838
SYLHET,2022,1630.19,5.00148144331225
SYLHET,2023,1198.22,-26.49813825382318
SYLHET,2024,608.79,-49.19213500025038
SYLHET Total,2018,80286.20999999999,
SYLHET Total,2019,84642.97,5.426535889538209
SYLHET Total,2020,93411.62999999999,10.35958449945693
SYLHET Total,2021,105830.26000000001,13.294522320186486
SYLHET Total,2022,112841.65000000001,6.625127822609533
SYLHET Total,2023,84195.92,-25.385777326013937
SYLHET Total,2024,42666.84,-49.32433780639253
TANGAIL,2018,841.53,
TANGAIL,2019,984.02,16.932254346250275
TANGAIL,2020,1159.1000000000001,17.792321294282655
TANGAIL,2021,1418.06,22.341471831593452
TANGAIL,2022,1594.2200000000003,12.422605531500807
TANGAIL,2023,1192.67,-25.187866166526586
TANGAIL,2024,615.57,-48.387232008854085
TANGAIL Total,2018,30182.47,
TANGAIL Total,2019,33075.38,9.584735775435194
TANGAIL Total,2020,38205.13,15.509270037109179
TANGAIL Total,2021,43587.83,14.088945646828076
TANGAIL Total,2022,48160.2,10.490015217550397
TANGAIL Total,2023,35457.86,-26.375181166191165
TANGAIL Total,2024,18403.17,-48.09847520408733
THAKURGAON,2018,235.27999999999997,
THAKURGAON,2019,242.07,2.885923155389336
THAKURGAON,2020,289.27,19.498492171685868
THAKURGAON,2021,326.34,12.81501711204065
THAKURGAON,2022,340.01,4.18888276031133
THAKURGAON,2023,257.6,-24.237522425810997
THAKURGAON,2024,131.29,-49.033385093167716
THAKURGAON Total,2018,4462.04,
THAKURGAON Total,2019,5120.35,14.753565633656374
THAKURGAON Total,2020,5839.9800000000005,14.05431269346822
THAKURGAON Total,2021,6664.51,14.118712735317573
THAKURGAON Total,2022,7149.91,7.283356165719601
THAKURGAON Total,2023,5306.16,-25.78703787879848
THAKURGAON Total,2024,2753.38,-48.10974414642604
nan,2018,3059532.8600000027,
nan,2019,3403767.460000002,11.25121434387859
nan,2020,3830831.030000003,12.546790432035015
nan,2021,4273948.830000009,11.567145523513368
nan,2022,4585798.079999986,7.296513421289053
nan,2023,3352019.1799999992,-26.90434420522917
nan,2024,1705230.2400000014,-49.12826721952105
